date,pump_index,std_rush_order,avg_rush_order,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,symbol,gt
2018-12-30 15:38:20,0,-0.0,-0.003,0.0,0.0,-0.0,0.002,0.0,0.0,-0.817,-0.577,-0.787,-0.618,BRD,0
2018-12-30 15:39:10,0,0.0,0.0,0.0,0.0,-0.0,0.002,-0.0,-0.0,-0.817,-0.577,-0.848,-0.53,BRD,0
2018-12-30 15:46:40,0,0.0,0.003,-0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.817,-0.577,-0.983,0.185,BRD,0
2018-12-30 15:47:30,0,0.0,0.003,-0.0,-0.0,0.001,0.002,0.001,0.001,-0.817,-0.577,-0.957,0.289,BRD,0
2018-12-30 15:49:10,0,0.0,0.0,0.0,0.0,-0.0,0.002,0.001,0.001,-0.817,-0.577,-0.875,0.485,BRD,0
2018-12-30 15:49:35,0,0.0,0.0,0.0,-0.0,0.0,0.002,0.001,0.001,-0.817,-0.577,-0.875,0.485,BRD,0
2018-12-30 15:55:50,0,0.0,0.0,0.0,0.0,-0.001,0.002,0.0,0.0,-0.817,-0.577,-0.413,0.911,BRD,0
2018-12-30 15:57:05,0,0.0,0.0,0.0,0.0,-0.0,0.002,0.0,0.0,-0.817,-0.577,-0.211,0.977,BRD,0
2018-12-30 15:57:30,0,0.0,0.003,-0.0,0.0,-0.0,0.002,0.001,0.001,-0.817,-0.577,-0.211,0.977,BRD,0
2018-12-30 15:58:45,0,0.0,0.003,-0.0,-0.0,0.0,0.002,0.001,0.001,-0.817,-0.577,-0.106,0.994,BRD,0
2018-12-30 16:07:05,0,0.0,0.0,-0.0,-0.0,0.001,0.001,-0.0,-0.0,-0.942,-0.335,0.678,0.735,BRD,0
2018-12-30 16:07:55,0,-0.0,-0.003,0.0,-0.0,0.0,0.001,0.0,0.0,-0.942,-0.335,0.678,0.735,BRD,0
2018-12-30 16:09:35,0,0.0,0.0,0.0,0.0,-0.0,0.001,0.0,0.0,-0.942,-0.335,0.818,0.575,BRD,0
2018-12-30 16:13:45,0,0.0,0.0,0.0,0.0,0.003,0.001,-0.001,-0.001,-0.942,-0.335,0.983,0.185,BRD,0
2018-12-30 16:15:25,0,0.0,0.003,-0.0,-0.0,0.0,0.001,-0.0,-0.0,-0.942,-0.335,1.0,-0.027,BRD,0
2018-12-30 16:19:10,0,-0.0,-0.003,0.0,0.0,-0.0,0.001,-0.001,-0.001,-0.942,-0.335,0.899,-0.437,BRD,0
2018-12-30 16:20:00,0,0.0,0.0,0.0,-0.0,0.001,0.001,-0.001,-0.001,-0.942,-0.335,0.848,-0.53,BRD,0
2018-12-30 16:23:20,0,0.0,0.0,-0.0,-0.0,0.0,0.001,-0.001,-0.001,-0.942,-0.335,0.638,-0.77,BRD,0
2018-12-30 16:23:45,0,0.0,0.003,0.0,-0.0,0.001,0.001,-0.0,-0.0,-0.942,-0.335,0.638,-0.77,BRD,0
2018-12-30 16:24:35,0,0.0,0.0,0.0,-0.0,0.0,0.001,-0.0,-0.001,-0.942,-0.335,0.553,-0.833,BRD,0
2018-12-30 16:25:00,0,0.0,0.0,0.0,-0.0,0.0,0.001,0.001,0.001,-0.942,-0.335,0.461,-0.887,BRD,0
2018-12-30 16:25:50,0,0.0,0.0,0.01,0.004,0.01,0.002,0.001,0.002,-0.942,-0.335,0.461,-0.887,BRD,0
2018-12-30 16:28:20,0,0.0,0.0,0.0,0.0,-0.0,0.001,0.001,0.001,-0.942,-0.335,0.159,-0.987,BRD,0
2018-12-30 16:28:45,0,0.0,0.003,-0.0,-0.0,0.0,0.002,0.002,0.002,-0.942,-0.335,0.159,-0.987,BRD,0
2018-12-30 16:30:50,0,0.0,0.003,-0.0,-0.0,0.001,0.002,0.001,0.001,-0.942,-0.335,-0.053,-0.999,BRD,0
2018-12-30 16:31:15,0,0.0,0.0,0.0,0.0,-0.0,0.002,0.001,0.001,-0.942,-0.335,-0.159,-0.987,BRD,0
2018-12-30 16:33:20,0,0.0,0.0,0.0,0.0,-0.0,0.002,0.002,0.001,-0.942,-0.335,-0.364,-0.931,BRD,0
2018-12-30 16:33:45,0,0.0,0.003,-0.0,-0.0,0.001,0.002,0.002,0.002,-0.942,-0.335,-0.364,-0.931,BRD,0
2018-12-30 16:36:15,0,0.0,0.0,-0.0,-0.0,0.0,0.002,0.001,0.001,-0.942,-0.335,-0.638,-0.77,BRD,0
2018-12-30 16:36:40,0,0.0,0.0,0.0,0.0,-0.0,0.002,0.001,0.001,-0.942,-0.335,-0.638,-0.77,BRD,0
2018-12-30 16:38:45,0,0.0,0.0,-0.0,-0.0,0.0,0.001,-0.0,-0.0,-0.942,-0.335,-0.787,-0.618,BRD,0
2018-12-30 16:39:10,0,0.0,0.0,-0.0,-0.0,0.001,0.001,-0.001,-0.002,-0.942,-0.335,-0.848,-0.53,BRD,0
2018-12-30 16:40:25,0,0.0,0.0,0.0,-0.0,0.0,0.001,-0.001,-0.001,-0.942,-0.335,-0.899,-0.437,BRD,0
2018-12-30 16:40:50,0,0.0,0.003,-0.0,-0.0,0.0,0.001,-0.001,-0.001,-0.942,-0.335,-0.899,-0.437,BRD,0
2018-12-30 16:41:15,0,0.0,0.0,0.0,-0.0,0.001,0.001,-0.001,-0.001,-0.942,-0.335,-0.941,-0.339,BRD,0
2018-12-30 16:41:40,0,0.009,0.009,0.033,0.052,0.036,0.001,-0.0,0.0,-0.942,-0.335,-0.941,-0.339,BRD,0
2018-12-30 16:42:30,0,0.0,0.0,-0.0,-0.0,0.0,0.002,0.001,0.001,-0.942,-0.335,-0.971,-0.237,BRD,0
2018-12-30 16:42:55,0,0.0,0.003,-0.0,-0.0,0.0,0.002,0.001,0.001,-0.942,-0.335,-0.971,-0.237,BRD,0
2018-12-30 16:43:20,0,-0.0,-0.003,-0.0,-0.001,-0.005,0.002,0.001,0.001,-0.942,-0.335,-0.991,-0.133,BRD,0
2018-12-30 16:43:45,0,-0.0,-0.003,-0.0,-0.0,-0.001,0.002,0.001,0.001,-0.942,-0.335,-0.991,-0.133,BRD,0
2018-12-30 16:44:35,0,0.0,0.0,0.0,-0.0,0.0,0.002,0.002,0.002,-0.942,-0.335,-1.0,-0.027,BRD,0
2018-12-30 16:45:25,0,0.0,0.0,-0.004,-0.001,-0.005,0.001,0.002,0.002,-0.942,-0.335,-0.997,0.08,BRD,0
2018-12-30 16:48:20,0,0.0,0.003,0.0,0.0,0.003,0.001,0.002,0.002,-0.942,-0.335,-0.921,0.389,BRD,0
2018-12-30 16:48:45,0,0.0,0.0,-0.0,-0.0,0.001,0.001,0.002,0.002,-0.942,-0.335,-0.921,0.389,BRD,0
2018-12-30 16:50:25,0,0.0,0.003,-0.0,0.0,0.002,0.001,0.002,0.002,-0.942,-0.335,-0.818,0.575,BRD,0
2018-12-30 16:51:15,0,0.0,0.003,-0.0,0.0,-0.0,0.001,0.001,0.001,-0.942,-0.335,-0.753,0.659,BRD,0
2018-12-30 16:52:05,0,0.0,0.003,0.001,0.009,0.009,0.001,0.0,0.0,-0.942,-0.335,-0.678,0.735,BRD,0
2018-12-30 16:52:30,0,0.0,0.003,-0.0,-0.0,0.0,0.001,0.0,0.0,-0.942,-0.335,-0.678,0.735,BRD,0
2018-12-30 16:52:55,0,0.003,0.006,0.002,0.0,0.004,0.001,0.001,0.001,-0.942,-0.335,-0.678,0.735,BRD,0
2018-12-30 16:53:20,0,0.0,0.0,-0.0,0.0,-0.001,0.002,0.001,0.001,-0.942,-0.335,-0.596,0.803,BRD,0
2018-12-30 16:55:00,0,0.0,0.0,0.0,0.0,-0.001,0.002,0.001,0.001,-0.942,-0.335,-0.413,0.911,BRD,0
2018-12-30 16:55:25,0,0.008,0.009,0.009,0.003,0.01,0.002,0.001,0.001,-0.942,-0.335,-0.413,0.911,BRD,0
2018-12-30 16:55:50,0,0.015,0.008,0.005,0.007,0.014,0.002,0.002,0.002,-0.942,-0.335,-0.413,0.911,BRD,0
2018-12-30 16:56:15,0,0.015,0.011,0.008,0.013,0.018,0.002,0.002,0.002,-0.942,-0.335,-0.314,0.949,BRD,0
2018-12-30 16:56:40,0,0.0,0.003,0.001,0.0,0.004,0.002,0.002,0.002,-0.942,-0.335,-0.314,0.949,BRD,0
2018-12-30 16:57:05,0,0.0,0.003,0.024,0.002,0.008,0.002,0.001,0.002,-0.942,-0.335,-0.211,0.977,BRD,0
2018-12-30 16:57:30,0,0.0,0.003,-0.001,-0.0,-0.003,0.001,-0.0,0.0,-0.942,-0.335,-0.211,0.977,BRD,0
2018-12-30 16:57:55,0,0.0,0.0,0.0,-0.0,0.0,0.001,-0.001,-0.001,-0.942,-0.335,-0.211,0.977,BRD,0
2018-12-30 16:58:20,0,0.0,0.003,0.0,-0.0,-0.001,0.001,-0.001,-0.001,-0.942,-0.335,-0.106,0.994,BRD,0
2018-12-30 16:58:45,0,0.0,0.003,0.001,-0.0,0.001,0.001,-0.001,-0.001,-0.942,-0.335,-0.106,0.994,BRD,0
2018-12-30 16:59:10,0,0.0,0.003,0.007,0.0,0.003,0.0,-0.002,-0.001,-0.942,-0.335,-0.0,1.0,BRD,0
2018-12-30 16:59:35,0,0.081,0.025,0.185,0.229,0.076,0.002,0.0,0.002,-0.942,-0.335,-0.0,1.0,BRD,0
2018-12-30 17:00:00,0,0.579,0.075,0.833,2.163,0.361,0.004,0.003,0.004,-0.998,-0.068,0.0,1.0,BRD,1
2018-12-30 17:30:25,0,0.0,0.0,0.0,-0.0,0.0,-0.002,-0.002,-0.002,-0.998,-0.068,-0.053,-0.999,BRD,0
2018-12-30 17:30:50,0,-0.0,0.002,-0.0,-0.0,0.0,-0.002,-0.002,-0.002,-0.998,-0.068,-0.053,-0.999,BRD,0
2018-12-30 17:31:40,0,-0.0,0.002,-0.0,0.0,-0.0,-0.002,-0.002,-0.002,-0.998,-0.068,-0.159,-0.987,BRD,0
2018-12-30 17:32:05,0,0.0,0.0,0.0,0.0,-0.001,-0.002,-0.002,-0.002,-0.998,-0.068,-0.263,-0.965,BRD,0
2018-12-30 17:32:30,0,-0.0,-0.004,-0.0,0.0,-0.001,-0.002,-0.002,-0.002,-0.998,-0.068,-0.263,-0.965,BRD,0
2018-12-30 17:32:55,0,0.0,0.0,-0.0,0.0,-0.0,-0.001,-0.002,-0.002,-0.998,-0.068,-0.263,-0.965,BRD,0
2018-12-30 17:33:20,0,-0.0,0.002,0.0,-0.0,-0.002,-0.001,-0.002,-0.002,-0.998,-0.068,-0.364,-0.931,BRD,0
2018-12-30 17:33:45,0,-0.0,0.002,-0.0,0.0,-0.001,-0.001,-0.002,-0.002,-0.998,-0.068,-0.364,-0.931,BRD,0
2018-12-30 17:34:35,0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.461,-0.887,BRD,0
2018-12-30 17:35:00,0,0.0,-0.002,0.0,0.0,-0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.553,-0.833,BRD,0
2018-12-30 17:35:50,0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.553,-0.833,BRD,0
2018-12-30 17:36:15,0,-0.0,0.002,-0.0,0.0,0.003,-0.001,-0.0,-0.0,-0.998,-0.068,-0.638,-0.77,BRD,0
2018-12-30 17:36:40,0,0.0,0.0,-0.0,-0.0,0.001,-0.001,0.0,-0.0,-0.998,-0.068,-0.638,-0.77,BRD,0
2018-12-30 17:37:05,0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,-0.998,-0.068,-0.716,-0.698,BRD,0
2018-12-30 17:37:55,0,0.0,-0.002,0.0,-0.0,0.0,-0.001,0.0,0.0,-0.998,-0.068,-0.716,-0.698,BRD,0
2018-12-30 17:38:45,0,0.0,0.0,-0.0,0.0,0.002,-0.001,0.0,0.0,-0.998,-0.068,-0.787,-0.618,BRD,0
2018-12-30 17:39:10,0,0.0,0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,-0.998,-0.068,-0.848,-0.53,BRD,0
2018-12-30 17:39:35,0,0.0,-0.002,-0.0,0.0,-0.0,-0.001,0.001,0.0,-0.998,-0.068,-0.848,-0.53,BRD,0
2018-12-30 17:40:25,0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.001,0.001,-0.998,-0.068,-0.899,-0.437,BRD,0
2018-12-30 17:41:15,0,-0.0,0.002,-0.0,0.0,0.003,-0.001,0.0,0.0,-0.998,-0.068,-0.941,-0.339,BRD,0
2018-12-30 17:41:40,0,0.0,0.0,0.0,-0.0,0.0,-0.001,0.0,0.0,-0.998,-0.068,-0.941,-0.339,BRD,0
2018-12-30 17:42:05,0,0.0,0.0,-0.0,-0.0,0.0,-0.001,0.0,0.0,-0.998,-0.068,-0.971,-0.237,BRD,0
2018-12-30 17:42:30,0,0.0,0.0,0.0,-0.0,0.001,-0.001,0.0,0.0,-0.998,-0.068,-0.971,-0.237,BRD,0
2018-12-30 17:42:55,0,0.0,0.002,0.0,0.0,0.002,-0.001,0.0,0.001,-0.998,-0.068,-0.971,-0.237,BRD,0
2018-12-30 17:43:20,0,-0.0,0.002,-0.0,0.0,0.004,-0.001,0.001,0.001,-0.998,-0.068,-0.991,-0.133,BRD,0
2018-12-30 17:43:45,0,-0.0,0.002,-0.0,-0.0,0.002,-0.001,0.001,0.001,-0.998,-0.068,-0.991,-0.133,BRD,0
2018-12-30 17:44:10,0,0.0,0.0,-0.0,-0.0,0.001,-0.001,0.001,0.001,-0.998,-0.068,-1.0,-0.027,BRD,0
2018-12-30 17:44:35,0,-0.0,0.002,-0.0,0.001,0.008,-0.001,0.001,0.001,-0.998,-0.068,-1.0,-0.027,BRD,0
2018-12-30 17:45:00,0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.001,0.001,-0.998,-0.068,-0.997,0.08,BRD,0
2018-12-30 17:45:25,0,0.0,0.002,0.0,0.0,0.001,-0.001,0.001,0.001,-0.998,-0.068,-0.997,0.08,BRD,0
2018-12-30 17:46:15,0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.001,0.001,-0.998,-0.068,-0.983,0.185,BRD,0
2018-12-30 17:47:30,0,0.0,-0.002,0.0,-0.0,0.0,-0.001,0.001,0.001,-0.998,-0.068,-0.957,0.289,BRD,0
2018-12-30 17:47:55,0,0.0,0.0,-0.0,-0.0,0.0,-0.001,0.001,0.001,-0.998,-0.068,-0.957,0.289,BRD,0
2018-12-30 17:48:45,0,-0.0,0.002,-0.0,-0.0,0.0,-0.001,0.001,0.001,-0.998,-0.068,-0.921,0.389,BRD,0
2018-12-30 17:49:35,0,0.0,-0.002,0.0,0.0,0.001,-0.001,0.0,0.0,-0.998,-0.068,-0.875,0.485,BRD,0
2018-12-30 17:50:00,0,0.0,-0.002,0.0,0.0,-0.001,-0.001,0.0,0.0,-0.998,-0.068,-0.818,0.575,BRD,0
2018-12-30 17:50:25,0,0.0,0.0,0.0,0.0,-0.0,-0.001,0.0,0.0,-0.998,-0.068,-0.818,0.575,BRD,0
2018-12-30 17:50:50,0,0.0,0.0,-0.0,0.0,-0.001,-0.001,-0.0,-0.0,-0.998,-0.068,-0.818,0.575,BRD,0
2018-12-30 17:51:15,0,0.0,-0.002,0.0,-0.0,0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.753,0.659,BRD,0
2018-12-30 17:51:40,0,-0.0,0.002,-0.0,-0.0,0.001,-0.001,-0.001,-0.0,-0.998,-0.068,-0.753,0.659,BRD,0
2018-12-30 17:52:05,0,0.0,0.0,0.0,-0.0,0.002,-0.001,-0.001,-0.001,-0.998,-0.068,-0.678,0.735,BRD,0
2018-12-30 17:52:30,0,0.0,0.0,0.0,-0.0,0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.678,0.735,BRD,0
2018-12-30 17:52:55,0,0.0,0.0,0.0,-0.0,0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.678,0.735,BRD,0
2018-12-30 17:54:10,0,0.0,0.0,0.0,-0.0,0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.508,0.862,BRD,0
2018-12-30 17:55:00,0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.413,0.911,BRD,0
2018-12-30 17:56:15,0,-0.0,-0.004,0.0,0.0,-0.001,-0.001,-0.001,-0.001,-0.998,-0.068,-0.314,0.949,BRD,0
2018-12-30 17:56:40,0,0.0,0.0,0.0,0.0,-0.0,-0.001,-0.002,-0.002,-0.998,-0.068,-0.314,0.949,BRD,0
2018-12-30 17:57:05,0,-0.0,0.002,-0.0,-0.0,0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.211,0.977,BRD,0
2018-12-30 17:57:30,0,0.0,0.0,0.0,-0.0,0.002,-0.001,-0.001,-0.001,-0.998,-0.068,-0.211,0.977,BRD,0
2018-12-30 17:58:45,0,0.0,-0.002,0.0,0.0,-0.0,-0.001,-0.001,-0.001,-0.998,-0.068,-0.106,0.994,BRD,0
2018-12-30 18:00:00,0,0.0,0.0,0.0,-0.0,0.001,-0.001,-0.001,-0.001,-0.979,0.203,0.0,1.0,BRD,0
2019-04-08 12:17:55,1,0.0,0.0,-0.0,0.0,-0.0,0.001,0.001,0.001,-0.136,-0.991,0.971,-0.237,NEBL,0
2019-04-08 12:20:50,1,-0.0,-0.003,-0.0,-0.0,-0.003,0.001,0.001,0.001,-0.136,-0.991,0.848,-0.53,NEBL,0
2019-04-08 12:21:15,1,0.0,0.0,0.0,0.0,-0.001,0.0,0.001,0.001,-0.136,-0.991,0.787,-0.618,NEBL,0
2019-04-08 12:21:40,1,0.0,0.0,0.0,0.0,-0.0,0.0,0.001,0.001,-0.136,-0.991,0.787,-0.618,NEBL,0
2019-04-08 12:22:05,1,0.0,0.0,-0.0,0.0,-0.0,0.001,0.001,0.001,-0.136,-0.991,0.716,-0.698,NEBL,0
2019-04-08 12:29:35,1,0.0,0.0,0.0,-0.0,0.0,0.002,0.0,-0.0,-0.136,-0.991,0.053,-0.999,NEBL,0
2019-04-08 12:30:50,1,0.0,0.0,0.0,0.0,-0.0,0.001,0.001,0.001,-0.136,-0.991,-0.053,-0.999,NEBL,0
2019-04-08 12:31:15,1,0.0,0.0,0.0,0.0,-0.0,0.001,0.001,0.001,-0.136,-0.991,-0.159,-0.987,NEBL,0
2019-04-08 12:32:30,1,0.0,0.0,0.0,-0.0,0.0,0.001,0.0,0.0,-0.136,-0.991,-0.263,-0.965,NEBL,0
2019-04-08 12:32:55,1,0.0,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,-0.136,-0.991,-0.263,-0.965,NEBL,0
2019-04-08 12:33:45,1,-0.0,-0.003,0.0,-0.0,-0.003,0.001,0.0,0.0,-0.136,-0.991,-0.364,-0.931,NEBL,0
2019-04-08 12:41:15,1,0.0,0.0,0.0,0.0,-0.0,0.001,0.0,0.0,-0.136,-0.991,-0.941,-0.339,NEBL,0
2019-04-08 12:43:20,1,0.0,0.0,0.002,-0.0,0.002,0.002,-0.001,-0.001,-0.136,-0.991,-0.991,-0.133,NEBL,0
2019-04-08 12:43:45,1,0.0,0.0,0.0,0.0,-0.0,0.002,-0.001,-0.001,-0.136,-0.991,-0.991,-0.133,NEBL,0
2019-04-08 12:44:10,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.136,-0.991,-1.0,-0.027,NEBL,0
2019-04-08 12:45:50,1,-0.0,-0.003,0.0,0.0,-0.0,0.001,0.0,0.0,-0.136,-0.991,-0.997,0.08,NEBL,0
2019-04-08 12:46:40,1,0.0,0.0,0.0,-0.0,0.0,0.001,-0.0,-0.0,-0.136,-0.991,-0.983,0.185,NEBL,0
2019-04-08 12:50:50,1,0.0,0.0,0.0,-0.0,0.0,0.001,0.0,0.0,-0.136,-0.991,-0.818,0.575,NEBL,0
2019-04-08 12:51:40,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.001,-0.001,-0.136,-0.991,-0.753,0.659,NEBL,0
2019-04-08 12:54:35,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.001,-0.001,-0.136,-0.991,-0.508,0.862,NEBL,0
2019-04-08 12:56:40,1,-0.0,-0.003,-0.0,0.0,-0.001,0.002,-0.001,-0.001,-0.136,-0.991,-0.314,0.949,NEBL,0
2019-04-08 12:57:05,1,0.0,0.0,0.0,0.0,-0.001,0.002,-0.001,-0.001,-0.136,-0.991,-0.211,0.977,NEBL,0
2019-04-08 12:57:30,1,-0.0,-0.003,0.0,-0.0,0.0,0.002,0.0,-0.0,-0.136,-0.991,-0.211,0.977,NEBL,0
2019-04-08 12:57:55,1,0.0,0.0,-0.0,-0.0,0.001,0.002,-0.0,-0.0,-0.136,-0.991,-0.211,0.977,NEBL,0
2019-04-08 12:58:20,1,0.0,0.0,-0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.136,-0.991,-0.106,0.994,NEBL,0
2019-04-08 12:58:45,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.001,-0.001,-0.136,-0.991,-0.106,0.994,NEBL,0
2019-04-08 12:59:10,1,0.0,0.0,-0.0,-0.0,0.0,0.002,-0.001,-0.001,-0.136,-0.991,-0.0,1.0,NEBL,0
2019-04-08 12:59:35,1,-0.003,-0.006,-0.002,0.0,-0.001,0.002,-0.001,-0.001,-0.136,-0.991,-0.0,1.0,NEBL,0
2019-04-08 13:00:00,1,-0.0,-0.003,0.0,0.0,-0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.0,1.0,NEBL,0
2019-04-08 13:00:25,1,0.0,0.0,-0.0,0.0,-0.0,0.002,0.0,0.0,-0.398,-0.917,0.0,1.0,NEBL,0
2019-04-08 13:00:50,1,0.0,0.0,0.0,-0.0,0.0,0.002,0.0,0.0,-0.398,-0.917,0.0,1.0,NEBL,0
2019-04-08 13:01:15,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.106,0.994,NEBL,0
2019-04-08 13:01:40,1,0.0,0.0,0.0,0.0,0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.106,0.994,NEBL,0
2019-04-08 13:02:05,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.211,0.977,NEBL,0
2019-04-08 13:05:25,1,0.0,0.0,0.0,-0.0,0.0,0.003,-0.0,-0.0,-0.398,-0.917,0.508,0.862,NEBL,0
2019-04-08 13:08:20,1,-0.0,-0.003,0.0,0.0,-0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.753,0.659,NEBL,0
2019-04-08 13:10:25,1,0.003,0.006,0.0,0.001,0.005,0.002,-0.0,0.0,-0.398,-0.917,0.875,0.485,NEBL,0
2019-04-08 13:12:05,1,-0.0,-0.003,0.0,0.0,-0.001,0.002,-0.0,-0.0,-0.398,-0.917,0.957,0.289,NEBL,0
2019-04-08 13:13:20,1,-0.0,-0.003,0.0,0.0,0.001,0.002,-0.0,-0.0,-0.398,-0.917,0.983,0.185,NEBL,0
2019-04-08 13:13:45,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.983,0.185,NEBL,0
2019-04-08 13:14:10,1,-0.0,-0.003,0.0,0.0,0.001,0.002,-0.0,-0.0,-0.398,-0.917,0.997,0.08,NEBL,0
2019-04-08 13:14:35,1,0.0,0.0,-0.0,-0.0,0.001,0.002,-0.0,0.0,-0.398,-0.917,0.997,0.08,NEBL,0
2019-04-08 13:16:40,1,0.0,0.0,-0.0,0.0,0.002,0.002,0.0,0.0,-0.398,-0.917,0.991,-0.133,NEBL,0
2019-04-08 13:17:05,1,-0.0,-0.003,0.0,-0.001,-0.005,0.002,0.0,0.0,-0.398,-0.917,0.971,-0.237,NEBL,0
2019-04-08 13:17:30,1,0.0,0.0,-0.0,-0.0,0.0,0.002,0.0,0.0,-0.398,-0.917,0.971,-0.237,NEBL,0
2019-04-08 13:18:20,1,0.0,0.003,-0.0,0.002,0.007,0.002,0.0,0.0,-0.398,-0.917,0.941,-0.339,NEBL,0
2019-04-08 13:20:00,1,0.0,0.0,0.0,-0.0,0.0,0.002,0.0,-0.0,-0.398,-0.917,0.848,-0.53,NEBL,0
2019-04-08 13:22:05,1,0.0,0.0,0.0,0.0,-0.0,0.002,0.0,0.0,-0.398,-0.917,0.716,-0.698,NEBL,0
2019-04-08 13:24:10,1,0.0,0.0,0.0,0.0,-0.0,0.002,0.0,0.0,-0.398,-0.917,0.553,-0.833,NEBL,0
2019-04-08 13:25:00,1,0.0,0.003,0.001,0.001,0.006,0.003,-0.001,-0.001,-0.398,-0.917,0.461,-0.887,NEBL,0
2019-04-08 13:27:05,1,-0.003,-0.006,-0.0,-0.0,-0.002,0.002,-0.0,-0.0,-0.398,-0.917,0.263,-0.965,NEBL,0
2019-04-08 13:27:30,1,0.0,0.0,0.0,-0.0,0.0,0.002,-0.0,-0.0,-0.398,-0.917,0.263,-0.965,NEBL,0
